id,track_id,track_name,artists,popularity,ingest_ts
42,track_000042,Imagine 65,Beyoncé,47,2026-02-28T12:31:18.128499
43,track_000043,Imagine 7,Lady Gaga,95,2025-09-03T12:31:18.128511
44,track_000044,Black 96,Bruno Mars,57,2025-11-14T12:31:18.128522
45,track_000045,All Along the Watchtower 94,Katy Perry,51,2025-09-30T12:31:18.128533
46,track_000046,Stairway to Heaven 83,Ed Sheeran,37,2025-12-05T12:31:18.128545
47,track_000047,Sweet Home Chicago 81,Adele,34,2025-09-02T12:31:18.128556
48,track_000048,All Along the Watchtower 96,Ed Sheeran,40,2025-10-16T12:31:18.128567
49,track_000049,Blinding Lights 1,Bruno Mars,93,2025-12-14T12:31:18.128578
50,track_000050,Rolling in the Deep 95,The Weeknd,92,2025-10-22T12:31:18.128589
51,track_000051,All Along the Watchtower 42,Ariana Grande,65,2025-10-07T12:31:18.128600
52,track_000052,Stairway to Heaven 65,Mariah Carey,54,2025-11-29T12:31:18.128611
53,track_000053,The Sound of Silence 3,The Weeknd,33,2026-02-09T12:31:18.128623
54,track_000054,The Sound of Silence 18,Bruno Mars,87,2026-01-16T12:31:18.128634
55,track_000055,Someone Like You 73,Katy Perry,45,2025-12-16T12:31:18.128645
56,track_000056,Bohemian Rhapsody 53,Drake,56,2026-01-27T12:31:18.128656
57,track_000057,Smells Like Teen Spirit 67,Taylor Swift,34,2025-11-09T12:31:18.128667
58,track_000058,Blinding Lights 10,Katy Perry,97,2026-01-13T12:31:18.128678
59,track_000059,Stairway to Heaven 76,Ariana Grande,22,2025-09-30T12:31:18.128689
60,track_000060,Blinding Lights 23,Ed Sheeran,80,2025-11-01T12:31:18.128699
61,track_000061,All Along the Watchtower 93,Bruno Mars,73,2026-02-02T12:31:18.128710
62,track_000062,Imagine 92,Rihanna,94,2025-11-03T12:31:18.128721
63,track_000063,Sweet Home Chicago 2,Billie Eilish,72,2025-10-03T12:31:18.128732
64,track_000064,All Along the Watchtower 41,Lady Gaga,25,2026-01-08T12:31:18.128743
65,track_000065,Sweet Home Chicago 88,Drake,23,2025-11-16T12:31:18.128754
66,track_000066,All Along the Watchtower 16,Lady Gaga,48,2025-09-19T12:31:18.128766
67,track_000067,Shape of You 38,Taylor Swift,62,2025-11-27T12:31:18.128777
68,track_000068,Bohemian Rhapsody 59,The Weeknd,50,2025-12-01T12:31:18.128787
69,track_000069,Shape of You 55,Bruno Mars,38,2026-01-12T12:31:18.128799
70,track_000070,Blinding Lights 6,The Weeknd,65,2026-01-30T12:31:18.128809
71,track_000071,Let It Be 51,Ariana Grande,63,2025-09-02T12:31:18.128820
72,track_000072,Rolling in the Deep 4,Bruno Mars,87,2025-09-24T12:31:18.128831
73,track_000073,Someone Like You 74,Lady Gaga,39,2025-10-14T12:31:18.128842
74,track_000074,The Sound of Silence 7,Post Malone,57,2026-02-18T12:31:18.128852
75,track_000075,Hotel California 51,Justin Bieber,21,2026-02-23T12:31:18.128863
76,track_000076,Shape of You 42,Katy Perry,61,2025-12-17T12:31:18.128873
77,track_000077,Rolling in the Deep 47,The Weeknd,48,2025-09-23T12:31:18.128887
78,track_000078,Black 10,Beyoncé,49,2025-11-01T12:31:18.128898
79,track_000079,Shape of You 97,Rihanna,59,2025-09-25T12:31:18.128908
80,track_000080,Hotel California 78,Billie Eilish,66,2025-10-11T12:31:18.128919
81,track_000081,Uptown Funk 16,Billie Eilish,32,2026-01-16T12:31:18.128930
82,track_000082,Shape of You 41,Ed Sheeran,72,2026-02-23T12:31:18.128941
83,track_000083,Smells Like Teen Spirit 39,Rihanna,36,2025-11-11T12:31:18.128952
84,track_000084,Someone Like You 9,The Weeknd,81,2025-10-29T12:31:18.128963
85,track_000085,Someone Like You 100,Eminem,43,2025-11-28T12:31:18.128974
86,track_000086,Shape of You 72,Dua Lipa,54,2026-01-26T12:31:18.128985
87,track_000087,Blinding Lights 78,The Weeknd,32,2025-11-20T12:31:18.128996
88,track_000088,All Along the Watchtower 25,Ariana Grande,22,2025-12-05T12:31:18.129007
89,track_000089,Uptown Funk 100,Dua Lipa,26,2025-09-07T12:31:18.129017
90,track_000090,Stairway to Heaven 44,Ariana Grande,63,2025-12-26T12:31:18.129028
91,track_000091,Black 67,Dua Lipa,55,2025-11-16T12:31:18.129039
92,track_000092,Stairway to Heaven 23,Lady Gaga,61,2026-02-11T12:31:18.129049
93,track_000093,All Along the Watchtower 85,The Weeknd,69,2025-09-27T12:31:18.129060
94,track_000094,Blinding Lights 7,Rihanna,26,2025-10-29T12:31:18.129072
95,track_000095,Blinding Lights 63,Justin Bieber,66,2026-02-24T12:31:18.129082
96,track_000096,Like a Rolling Stone 98,Post Malone,43,2026-01-11T12:31:18.129093
97,track_000097,Sweet Home Chicago 90,Billie Eilish,48,2025-11-14T12:31:18.129104
98,track_000098,Blinding Lights 6,Ed Sheeran,23,2025-11-28T12:31:18.129115
99,track_000099,Like a Rolling Stone 99,The Weeknd,75,2025-11-24T12:31:18.129126
100,track_000100,Someone Like You 78,Ariana Grande,21,2026-01-11T12:31:18.129137
101,track_000101,Shape of You 71,Lady Gaga,91,2025-12-27T12:31:18.129148
102,track_000102,Shape of You 31,Ariana Grande,46,2025-11-26T12:31:18.129159
103,track_000103,Blinding Lights 71,Beyoncé,69,2026-02-21T12:31:18.129170
104,track_000104,Like a Rolling Stone 83,Bruno Mars,84,2026-02-25T12:31:18.129181
105,track_000105,Smells Like Teen Spirit 1,Beyoncé,45,2026-01-25T12:31:18.129195
106,track_000106,Sweet Home Chicago 80,Ed Sheeran,44,2026-02-06T12:31:18.129311
107,track_000107,Black 20,Justin Bieber,74,2025-12-23T12:31:18.129328
108,track_000108,Hotel California 78,Bruno Mars,23,2026-01-16T12:31:18.129340
109,track_000109,Blinding Lights 15,Justin Bieber,39,2025-09-02T12:31:18.129351
110,track_000110,Like a Rolling Stone 78,Dua Lipa,82,2025-12-15T12:31:18.129363
111,track_000111,Someone Like You 71,Drake,85,2026-02-26T12:31:18.129374
112,track_000112,Bohemian Rhapsody 41,Billie Eilish,40,2025-11-11T12:31:18.129385
113,track_000113,Imagine 21,Ariana Grande,90,2025-12-22T12:31:18.129397
114,track_000114,Bohemian Rhapsody 87,Billie Eilish,85,2025-09-10T12:31:18.129408
115,track_000115,Someone Like You 37,Adele,94,2026-02-12T12:31:18.129419
116,track_000116,Bohemian Rhapsody 43,Justin Bieber,72,2025-12-05T12:31:18.129430
117,track_000117,Hotel California 100,Mariah Carey,71,2026-02-12T12:31:18.129441
118,track_000118,Black 59,Ed Sheeran,41,2025-12-19T12:31:18.129452
119,track_000119,Bohemian Rhapsody 41,Eminem,55,2025-11-28T12:31:18.129469
120,track_000120,Let It Be 45,Beyoncé,67,2026-02-17T12:31:18.129481
121,track_000121,Blinding Lights 51,Eminem,94,2025-09-28T12:31:18.129492
122,track_000122,Hotel California 80,Dua Lipa,22,2025-10-09T12:31:18.129504
123,track_000123,Hotel California 57,Ed Sheeran,23,2026-02-01T12:31:18.129514
124,track_000124,Rolling in the Deep 24,Mariah Carey,24,2025-12-08T12:31:18.129525
125,track_000125,The Sound of Silence 60,Katy Perry,97,2025-09-02T12:31:18.129536
126,track_000126,Let It Be 17,Adele,22,2026-01-12T12:31:18.129547
127,track_000127,Like a Rolling Stone 77,Dua Lipa,28,2025-12-24T12:31:18.129558
128,track_000128,Blinding Lights 45,Taylor Swift,42,2025-09-16T12:31:18.129569
129,track_000129,Uptown Funk 6,Drake,33,2025-09-26T12:31:18.129580
130,track_000130,Shape of You 22,Lady Gaga,23,2025-10-24T12:31:18.129591
131,track_000131,Imagine 1,Ed Sheeran,47,2026-02-17T12:31:18.129602
132,track_000132,Stairway to Heaven 61,The Weeknd,58,2025-12-04T12:31:18.129613
133,track_000133,The Sound of Silence 58,The Weeknd,50,2025-11-13T12:31:18.129623
134,track_000134,Like a Rolling Stone 39,Beyoncé,94,2026-01-13T12:31:18.129634
135,track_000135,Imagine 5,Drake,82,2025-12-17T12:31:18.129646
136,track_000136,Blinding Lights 82,Eminem,81,2026-02-07T12:31:18.129656
137,track_000137,Blinding Lights 58,The Weeknd,59,2025-12-22T12:31:18.129668
138,track_000138,Bohemian Rhapsody 90,Taylor Swift,72,2025-10-27T12:31:18.129679
139,track_000139,Let It Be 56,Billie Eilish,80,2025-11-08T12:31:18.129690
140,track_000140,Shape of You 54,Justin Bieber,80,2026-01-13T12:31:18.129701
141,track_000141,Smells Like Teen Spirit 95,Adele,97,2025-09-15T12:31:18.129712
142,track_000142,The Sound of Silence 85,Lady Gaga,93,2025-12-13T12:31:18.129723
143,track_000143,Let It Be 28,Post Malone,56,2025-09-16T12:31:18.129735
144,track_000144,All Along the Watchtower 82,Taylor Swift,41,2025-09-19T12:31:18.129745
145,track_000145,Rolling in the Deep 46,Adele,61,2026-01-23T12:31:18.129756
146,track_000146,Like a Rolling Stone 92,Post Malone,57,2025-10-28T12:31:18.129767
147,track_000147,The Sound of Silence 27,Billie Eilish,76,2025-09-12T12:31:18.129778
148,track_000148,Someone Like You 79,Dua Lipa,83,2025-09-28T12:31:18.129789
149,track_000149,Uptown Funk 52,Mariah Carey,55,2025-10-30T12:31:18.129800
150,track_000150,Black 85,Billie Eilish,57,2025-10-01T12:31:18.129811
151,track_000151,All Along the Watchtower 45,The Weeknd,89,2026-01-18T12:31:18.129822
152,track_000152,Hotel California 29,Lady Gaga,20,2025-09-30T12:31:18.129833
153,track_000153,Imagine 2,Post Malone,86,2026-02-09T12:31:18.129845
154,track_000154,The Sound of Silence 60,Katy Perry,41,2025-09-27T12:31:18.129855
155,track_000155,Bohemian Rhapsody 20,Taylor Swift,23,2025-09-11T12:31:18.129866
156,track_000156,Shape of You 53,Mariah Carey,33,2025-10-31T12:31:18.129878
157,track_000157,Let It Be 46,Bruno Mars,93,2025-12-30T12:31:18.129888
158,track_000158,All Along the Watchtower 28,Beyoncé,22,2025-09-22T12:31:18.129900
159,track_000159,Bohemian Rhapsody 71,Beyoncé,31,2026-02-13T12:31:18.129912
160,track_000160,All Along the Watchtower 23,Lady Gaga,56,2025-11-15T12:31:18.129923
161,track_000161,Stairway to Heaven 89,Drake,41,2025-09-11T12:31:18.129934
162,track_000162,Black 60,The Weeknd,41,2026-02-21T12:31:18.129945
163,track_000163,Blinding Lights 70,The Weeknd,81,2026-01-28T12:31:18.129956
164,track_000164,Rolling in the Deep 91,Dua Lipa,44,2026-01-03T12:31:18.129967
165,track_000165,Like a Rolling Stone 33,The Weeknd,41,2025-09-12T12:31:18.129979
166,track_000166,Black 3,Dua Lipa,26,2026-01-29T12:31:18.129990
167,track_000167,Stairway to Heaven 46,Ed Sheeran,46,2025-09-16T12:31:18.130000
168,track_000168,All Along the Watchtower 98,The Weeknd,97,2026-02-16T12:31:18.130012
169,track_000169,Smells Like Teen Spirit 34,Ed Sheeran,83,2026-01-21T12:31:18.130023
170,track_000170,Uptown Funk 50,Lady Gaga,55,2025-12-20T12:31:18.130034
171,track_000171,Bohemian Rhapsody 95,Ariana Grande,76,2025-09-26T12:31:18.130045
172,track_000172,Shape of You 26,Katy Perry,84,2025-12-28T12:31:18.130056
173,track_000173,Uptown Funk 93,Billie Eilish,57,2026-01-03T12:31:18.130067
174,track_000174,Bohemian Rhapsody 66,Drake,52,2026-02-23T12:31:18.130078
175,track_000175,Like a Rolling Stone 87,Mariah Carey,90,2026-02-10T12:31:18.130089
176,track_000176,Uptown Funk 18,Ariana Grande,64,2025-09-03T12:31:18.130100
177,track_000177,Shape of You 48,Billie Eilish,57,2025-12-24T12:31:18.130111
178,track_000178,Bohemian Rhapsody 58,The Weeknd,97,2025-12-03T12:31:18.130122
179,track_000179,Like a Rolling Stone 8,Post Malone,33,2025-09-27T12:31:18.130133
180,track_000180,Like a Rolling Stone 60,Bruno Mars,83,2026-01-11T12:31:18.130144
181,track_000181,Let It Be 66,Post Malone,50,2025-09-06T12:31:18.130155
182,track_000182,Rolling in the Deep 48,Lady Gaga,98,2025-09-20T12:31:18.130166
183,track_000183,Smells Like Teen Spirit 96,Beyoncé,86,2025-12-20T12:31:18.130178
184,track_000184,Let It Be 5,Billie Eilish,41,2025-11-23T12:31:18.130190
185,track_000185,Like a Rolling Stone 97,Ariana Grande,74,2025-11-30T12:31:18.130201
186,track_000186,Bohemian Rhapsody 6,The Weeknd,40,2025-12-25T12:31:18.130212
187,track_000187,Someone Like You 67,Ariana Grande,89,2025-10-26T12:31:18.130223
188,track_000188,Blinding Lights 33,Beyoncé,97,2026-01-23T12:31:18.130234
189,track_000189,Black 60,Post Malone,94,2026-02-26T12:31:18.130246
190,track_000190,Stairway to Heaven 60,Katy Perry,36,2025-10-26T12:31:18.130257
191,track_000191,Bohemian Rhapsody 66,The Weeknd,69,2025-12-07T12:31:18.130268
192,track_000192,All Along the Watchtower 35,Post Malone,76,2026-01-24T12:31:18.130279
193,track_000193,Rolling in the Deep 74,Eminem,95,2025-10-17T12:31:18.130290
194,track_000194,Bohemian Rhapsody 63,Dua Lipa,82,2025-09-03T12:31:18.130301
195,track_000195,Let It Be 22,Billie Eilish,25,2026-02-27T12:31:18.130312
196,track_000196,Let It Be 21,Post Malone,74,2026-02-09T12:31:18.130323
197,track_000197,Uptown Funk 9,Mariah Carey,93,2025-12-18T12:31:18.130334
198,track_000198,Smells Like Teen Spirit 73,Rihanna,95,2025-11-08T12:31:18.130344
199,track_000199,All Along the Watchtower 18,Taylor Swift,27,2026-01-29T12:31:18.130356
200,track_000200,Let It Be 22,Ed Sheeran,87,2025-10-21T12:31:18.130367
201,track_000201,Bohemian Rhapsody 35,Dua Lipa,24,2025-10-23T12:31:18.130378
202,track_000202,Bohemian Rhapsody 33,Ariana Grande,78,2026-01-06T12:31:18.130389
203,track_000203,Bohemian Rhapsody 13,Taylor Swift,43,2025-10-06T12:31:18.130401
204,track_000204,Blinding Lights 81,Drake,95,2025-10-23T12:31:18.130412
205,track_000205,Hotel California 83,Taylor Swift,73,2025-12-31T12:31:18.130423
206,track_000206,Stairway to Heaven 10,Billie Eilish,56,2026-01-18T12:31:18.130433
207,track_000207,Black 29,The Weeknd,94,2026-02-12T12:31:18.130444
208,track_000208,Sweet Home Chicago 59,The Weeknd,49,2025-12-14T12:31:18.130455
209,track_000209,Uptown Funk 74,Mariah Carey,55,2025-09-30T12:31:18.130466
210,track_000210,Let It Be 99,Bruno Mars,51,2025-09-11T12:31:18.130477
211,track_000211,Hotel California 67,Rihanna,94,2025-10-28T12:31:18.130519
212,track_000212,Blinding Lights 62,Ariana Grande,63,2025-11-04T12:31:18.130535
213,track_000213,Bohemian Rhapsody 80,Drake,50,2025-09-26T12:31:18.130546
214,track_000214,All Along the Watchtower 1,Eminem,60,2025-10-08T12:31:18.130558
215,track_000215,Hotel California 6,Adele,48,2025-12-02T12:31:18.130569
216,track_000216,Sweet Home Chicago 34,Justin Bieber,92,2025-12-06T12:31:18.130581
217,track_000217,The Sound of Silence 23,Mariah Carey,52,2025-09-10T12:31:18.130592
218,track_000218,Rolling in the Deep 86,Rihanna,72,2025-11-02T12:31:18.130603
219,track_000219,Bohemian Rhapsody 7,Drake,20,2026-01-21T12:31:18.130614
220,track_000220,Shape of You 65,Post Malone,88,2025-11-23T12:31:18.130626
221,track_000221,Uptown Funk 71,Post Malone,91,2025-09-05T12:31:18.130637
222,track_000222,Bohemian Rhapsody 40,Eminem,35,2025-11-15T12:31:18.130648
223,track_000223,Let It Be 57,Billie Eilish,68,2025-10-22T12:31:18.130659
224,track_000224,Rolling in the Deep 51,The Weeknd,74,2025-11-16T12:31:18.130670
225,track_000225,Bohemian Rhapsody 99,Katy Perry,34,2025-10-25T12:31:18.130681
226,track_000226,Uptown Funk 84,The Weeknd,80,2025-12-19T12:31:18.130692
227,track_000227,Hotel California 33,The Weeknd,54,2025-12-13T12:31:18.130703
228,track_000228,Hotel California 24,Katy Perry,42,2025-10-20T12:31:18.130714
229,track_000229,Smells Like Teen Spirit 43,Ariana Grande,92,2026-01-18T12:31:18.130725
230,track_000230,Stairway to Heaven 22,Eminem,36,2025-10-18T12:31:18.130737
231,track_000231,Bohemian Rhapsody 27,Billie Eilish,62,2026-01-08T12:31:18.130748
232,track_000232,Rolling in the Deep 20,Billie Eilish,78,2025-09-05T12:31:18.130759
233,track_000233,Shape of You 29,Drake,98,2025-11-06T12:31:18.130773
234,track_000234,The Sound of Silence 46,Drake,80,2025-10-23T12:31:18.130785
235,track_000235,Sweet Home Chicago 100,Billie Eilish,98,2026-02-12T12:31:18.130797
236,track_000236,Sweet Home Chicago 86,Katy Perry,78,2025-11-11T12:31:18.130808
237,track_000237,Blinding Lights 83,Adele,38,2025-09-03T12:31:18.130819
238,track_000238,Stairway to Heaven 3,Mariah Carey,33,2025-10-16T12:31:18.130830
239,track_000239,Shape of You 91,Drake,44,2026-02-24T12:31:18.130841
240,track_000240,Imagine 14,Justin Bieber,58,2025-10-14T12:31:18.130853
241,track_000241,The Sound of Silence 52,The Weeknd,69,2025-10-26T12:31:18.130863
242,track_000242,Stairway to Heaven 63,Mariah Carey,64,2025-10-27T12:31:18.130875
243,track_000243,Smells Like Teen Spirit 68,Eminem,94,2026-02-27T12:31:18.130886
244,track_000244,All Along the Watchtower 83,Eminem,27,2026-02-23T12:31:18.130897
245,track_000245,Someone Like You 11,Rihanna,51,2025-12-12T12:31:18.130908
246,track_000246,Hotel California 55,Beyoncé,83,2025-12-16T12:31:18.130919
247,track_000247,Let It Be 10,Rihanna,20,2026-02-25T12:31:18.130930
248,track_000248,Black 100,Dua Lipa,93,2025-10-23T12:31:18.130942
249,track_000249,Smells Like Teen Spirit 69,Justin Bieber,72,2026-02-23T12:31:18.130953
250,track_000250,Hotel California 56,Taylor Swift,74,2026-01-30T12:31:18.130964
251,track_000251,The Sound of Silence 36,The Weeknd,72,2025-12-23T12:31:18.130976
252,track_000252,Imagine 45,Mariah Carey,84,2026-02-09T12:31:18.130987
253,track_000253,Bohemian Rhapsody 95,The Weeknd,32,2025-10-23T12:31:18.130997
254,track_000254,Someone Like You 68,Ed Sheeran,90,2025-09-06T12:31:18.131008
255,track_000255,Smells Like Teen Spirit 21,Drake,89,2026-02-21T12:31:18.131019
256,track_000256,Stairway to Heaven 29,Post Malone,63,2026-01-31T12:31:18.131030
257,track_000257,Hotel California 59,Adele,98,2025-11-11T12:31:18.131043
258,track_000258,Blinding Lights 46,Taylor Swift,97,2025-09-17T12:31:18.131054
259,track_000259,Let It Be 4,The Weeknd,91,2025-12-22T12:31:18.131066
260,track_000260,Stairway to Heaven 8,Mariah Carey,81,2026-02-19T12:31:18.131077
261,track_000261,Blinding Lights 6,Lady Gaga,30,2025-09-13T12:31:18.131091
262,track_000262,Smells Like Teen Spirit 23,Dua Lipa,29,2025-12-23T12:31:18.131102
263,track_000263,Stairway to Heaven 27,Lady Gaga,58,2025-12-24T12:31:18.131114
264,track_000264,Sweet Home Chicago 67,Bruno Mars,99,2025-12-27T12:31:18.131126
265,track_000265,Hotel California 23,Justin Bieber,66,2025-12-06T12:31:18.131137
266,track_000266,Hotel California 44,Taylor Swift,87,2025-11-14T12:31:18.131148
267,track_000267,Shape of You 94,Lady Gaga,63,2025-11-23T12:31:18.131159
268,track_000268,Shape of You 25,Billie Eilish,69,2025-09-09T12:31:18.131171
269,track_000269,Hotel California 73,Beyoncé,59,2025-12-31T12:31:18.131183
270,track_000270,All Along the Watchtower 95,The Weeknd,83,2025-11-05T12:31:18.131195
271,track_000271,Hotel California 32,Lady Gaga,91,2026-02-03T12:31:18.131207
272,track_000272,Let It Be 45,Mariah Carey,98,2025-09-20T12:31:18.131218
273,track_000273,Rolling in the Deep 82,Mariah Carey,81,2025-11-03T12:31:18.131230
274,track_000274,Let It Be 92,Bruno Mars,71,2025-10-25T12:31:18.131241
275,track_000275,All Along the Watchtower 50,Billie Eilish,24,2025-12-30T12:31:18.131252
276,track_000276,Bohemian Rhapsody 82,Justin Bieber,60,2026-02-13T12:31:18.131264
277,track_000277,Hotel California 85,Mariah Carey,55,2025-11-01T12:31:18.131276
278,track_000278,Black 50,Beyoncé,52,2025-09-30T12:31:18.131287
279,track_000279,Hotel California 10,Bruno Mars,98,2025-12-20T12:31:18.131299
280,track_000280,Black 95,Drake,68,2025-10-14T12:31:18.131311
281,track_000281,Uptown Funk 97,The Weeknd,100,2026-01-31T12:31:18.131322
282,track_000282,All Along the Watchtower 18,Katy Perry,98,2026-01-04T12:31:18.131334
283,track_000283,Like a Rolling Stone 73,Bruno Mars,22,2026-01-07T12:31:18.131346
284,track_000284,Black 85,Post Malone,59,2026-02-27T12:31:18.131357
285,track_000285,Imagine 54,Ariana Grande,91,2026-02-23T12:31:18.131369
286,track_000286,Uptown Funk 90,Justin Bieber,63,2025-11-05T12:31:18.131381
287,track_000287,Hotel California 64,Post Malone,69,2026-01-07T12:31:18.131393
288,track_000288,Let It Be 64,Katy Perry,66,2025-10-13T12:31:18.131407
289,track_000289,Let It Be 18,Post Malone,61,2025-10-04T12:31:18.131419
290,track_000290,Smells Like Teen Spirit 54,Billie Eilish,94,2026-02-23T12:31:18.131431
291,track_000291,Rolling in the Deep 94,Lady Gaga,37,2025-11-30T12:31:18.131443
292,track_000292,Rolling in the Deep 2,Ariana Grande,71,2025-11-12T12:31:18.131456
293,track_000293,Sweet Home Chicago 75,Katy Perry,58,2026-02-26T12:31:18.131468
294,track_000294,Stairway to Heaven 28,Post Malone,58,2025-10-12T12:31:18.131479
295,track_000295,Sweet Home Chicago 48,Katy Perry,83,2025-12-08T12:31:18.131491
296,track_000296,Smells Like Teen Spirit 34,Taylor Swift,38,2025-10-15T12:31:18.131507
297,track_000297,The Sound of Silence 93,Beyoncé,76,2025-09-08T12:31:18.131518
298,track_000298,Stairway to Heaven 56,Katy Perry,47,2025-12-06T12:31:18.131531
299,track_000299,Like a Rolling Stone 33,Bruno Mars,38,2025-12-25T12:31:18.131542
300,track_000300,Hotel California 51,The Weeknd,26,2026-01-30T12:31:18.131554
301,track_000301,The Sound of Silence 63,Ariana Grande,52,2026-01-20T12:31:18.131567
302,track_000302,Someone Like You 71,Dua Lipa,48,2025-10-17T12:31:18.131579
303,track_000303,Sweet Home Chicago 24,Dua Lipa,84,2025-11-12T12:31:18.131591
304,track_000304,Like a Rolling Stone 100,Beyoncé,74,2025-10-30T12:31:18.131603
305,track_000305,All Along the Watchtower 59,Taylor Swift,51,2025-12-15T12:31:18.131615
306,track_000306,Smells Like Teen Spirit 96,Lady Gaga,74,2025-10-03T12:31:18.131627
307,track_000307,Bohemian Rhapsody 66,Taylor Swift,29,2026-01-31T12:31:18.131639
308,track_000308,The Sound of Silence 34,Eminem,79,2025-09-12T12:31:18.131651
309,track_000309,Sweet Home Chicago 53,Ariana Grande,44,2025-11-22T12:31:18.131663
310,track_000310,Rolling in the Deep 73,Taylor Swift,79,2025-12-22T12:31:18.131677
311,track_000311,Bohemian Rhapsody 48,Taylor Swift,61,2026-02-05T12:31:18.131693
312,track_000312,Imagine 57,Katy Perry,35,2025-09-14T12:31:18.131709
313,track_000313,Someone Like You 43,Taylor Swift,58,2025-10-10T12:31:18.131721
314,track_000314,Rolling in the Deep 76,Taylor Swift,33,2025-11-09T12:31:18.131733
315,track_000315,Someone Like You 81,Justin Bieber,52,2025-09-21T12:31:18.131778
316,track_000316,Smells Like Teen Spirit 6,The Weeknd,78,2025-12-05T12:31:18.131795
317,track_000317,Someone Like You 7,Mariah Carey,90,2026-01-13T12:31:18.131807
318,track_000318,Let It Be 93,Lady Gaga,39,2025-09-20T12:31:18.131820
319,track_000319,Bohemian Rhapsody 31,The Weeknd,20,2025-09-08T12:31:18.131832
320,track_000320,Shape of You 65,Dua Lipa,85,2026-01-28T12:31:18.131843
321,track_000321,The Sound of Silence 81,Billie Eilish,38,2026-02-02T12:31:18.131858
322,track_000322,Let It Be 20,Rihanna,62,2026-02-07T12:31:18.131965
323,track_000323,Sweet Home Chicago 16,Billie Eilish,87,2025-11-25T12:31:18.132019
324,track_000324,Uptown Funk 3,Mariah Carey,24,2025-10-07T12:31:18.132049
325,track_000325,All Along the Watchtower 25,Beyoncé,60,2026-02-26T12:31:18.132081
326,track_000326,Hotel California 4,Taylor Swift,25,2025-09-10T12:31:18.132102
