id,track_id,track_name,artists,popularity,ingest_ts
31,track_000031,Stairway to Heaven 86,Mariah Carey,51,2026-02-22T13:05:10.207829
32,track_000032,The Sound of Silence 67,Billie Eilish,97,2025-11-10T13:05:10.207840
33,track_000033,Rolling in the Deep 36,Adele,25,2026-01-08T13:05:10.207852
34,track_000034,All Along the Watchtower 65,Billie Eilish,37,2025-10-16T13:05:10.207863
35,track_000035,Black 3,Eminem,75,2025-10-09T13:05:10.207875
36,track_000036,Hotel California 78,Adele,46,2026-02-15T13:05:10.207888
37,track_000037,Smells Like Teen Spirit 4,Eminem,88,2025-11-23T13:05:10.207901
38,track_000038,All Along the Watchtower 9,Ariana Grande,38,2026-02-02T13:05:10.207913
39,track_000039,Sweet Home Chicago 71,Taylor Swift,26,2026-02-04T13:05:10.207925
40,track_000040,Blinding Lights 38,Beyoncé,78,2025-09-14T13:05:10.207965
41,track_000041,Uptown Funk 7,Justin Bieber,25,2025-12-07T13:05:10.208023
42,track_000042,All Along the Watchtower 14,Ed Sheeran,99,2026-01-02T13:05:10.208040
43,track_000043,Like a Rolling Stone 18,Lady Gaga,82,2026-01-12T13:05:10.208056
44,track_000044,Let It Be 94,Eminem,65,2025-09-06T13:05:10.208069
45,track_000045,Let It Be 78,Ariana Grande,67,2025-10-25T13:05:10.208080
46,track_000046,Shape of You 52,Post Malone,42,2026-02-08T13:05:10.208092
47,track_000047,Black 60,Rihanna,50,2025-09-09T13:05:10.208103
48,track_000048,Rolling in the Deep 53,Lady Gaga,100,2025-12-08T13:05:10.208115
49,track_000049,All Along the Watchtower 75,Ed Sheeran,62,2025-09-07T13:05:10.208126
50,track_000050,Imagine 83,Post Malone,94,2025-10-04T13:05:10.208137
51,track_000051,Hotel California 54,Katy Perry,79,2025-10-24T13:05:10.208148
52,track_000052,All Along the Watchtower 100,Billie Eilish,66,2025-10-22T13:05:10.208159
53,track_000053,Let It Be 91,Bruno Mars,51,2026-01-09T13:05:10.208171
54,track_000054,All Along the Watchtower 75,The Weeknd,20,2025-12-03T13:05:10.208183
55,track_000055,Rolling in the Deep 44,Bruno Mars,49,2026-02-23T13:05:10.208194
56,track_000056,Like a Rolling Stone 7,Bruno Mars,94,2025-11-28T13:05:10.208206
57,track_000057,Stairway to Heaven 70,The Weeknd,22,2026-02-11T13:05:10.208217
58,track_000058,Imagine 90,Billie Eilish,45,2025-10-05T13:05:10.208229
59,track_000059,Shape of You 14,Lady Gaga,47,2026-01-18T13:05:10.208240
60,track_000060,Shape of You 54,Ed Sheeran,61,2025-12-21T13:05:10.208252
61,track_000061,Hotel California 15,Justin Bieber,21,2025-09-19T13:05:10.208263
62,track_000062,The Sound of Silence 29,Ed Sheeran,98,2026-02-28T13:05:10.208275
63,track_000063,Shape of You 8,The Weeknd,57,2026-01-24T13:05:10.208286
64,track_000064,Stairway to Heaven 39,Ed Sheeran,47,2026-02-01T13:05:10.208297
65,track_000065,Stairway to Heaven 7,Justin Bieber,56,2025-11-02T13:05:10.208310
66,track_000066,Like a Rolling Stone 56,Beyoncé,59,2026-02-09T13:05:10.208322
67,track_000067,Sweet Home Chicago 15,Beyoncé,20,2025-11-12T13:05:10.208334
68,track_000068,Black 88,Lady Gaga,27,2025-12-20T13:05:10.208346
69,track_000069,Someone Like You 71,Adele,64,2026-02-15T13:05:10.208357
70,track_000070,Someone Like You 99,Drake,58,2025-11-25T13:05:10.208368
71,track_000071,All Along the Watchtower 11,Ed Sheeran,84,2025-12-03T13:05:10.208379
72,track_000072,Stairway to Heaven 8,Lady Gaga,55,2025-09-08T13:05:10.208391
73,track_000073,Shape of You 81,The Weeknd,87,2025-10-13T13:05:10.208402
74,track_000074,Rolling in the Deep 64,Katy Perry,24,2025-11-11T13:05:10.208414
75,track_000075,Someone Like You 20,Adele,99,2025-10-11T13:05:10.208426
76,track_000076,Let It Be 4,Adele,84,2025-10-03T13:05:10.208437
77,track_000077,Stairway to Heaven 19,Rihanna,84,2025-10-24T13:05:10.208451
78,track_000078,The Sound of Silence 28,Rihanna,47,2025-11-13T13:05:10.208465
79,track_000079,Hotel California 9,Bruno Mars,96,2025-09-16T13:05:10.208476
80,track_000080,Blinding Lights 86,Adele,31,2025-09-20T13:05:10.208487
81,track_000081,All Along the Watchtower 57,Billie Eilish,50,2026-01-28T13:05:10.208498
82,track_000082,Like a Rolling Stone 52,The Weeknd,31,2025-10-13T13:05:10.208510
83,track_000083,Stairway to Heaven 12,Rihanna,70,2025-09-06T13:05:10.208521
84,track_000084,Black 62,Post Malone,41,2026-01-08T13:05:10.208534
85,track_000085,Rolling in the Deep 81,Rihanna,56,2025-11-03T13:05:10.208545
86,track_000086,Like a Rolling Stone 12,Katy Perry,42,2026-01-08T13:05:10.208557
87,track_000087,The Sound of Silence 43,Taylor Swift,82,2026-01-06T13:05:10.208569
88,track_000088,Like a Rolling Stone 86,Beyoncé,81,2026-01-28T13:05:10.208580
89,track_000089,Bohemian Rhapsody 69,Katy Perry,81,2025-10-08T13:05:10.208593
90,track_000090,All Along the Watchtower 9,Bruno Mars,26,2026-01-30T13:05:10.209288
91,track_000091,Rolling in the Deep 45,Justin Bieber,38,2025-10-08T13:05:10.209326
92,track_000092,All Along the Watchtower 77,Justin Bieber,23,2025-10-23T13:05:10.209341
93,track_000093,Shape of You 90,The Weeknd,22,2026-02-13T13:05:10.209356
94,track_000094,The Sound of Silence 38,Billie Eilish,68,2025-12-20T13:05:10.209368
95,track_000095,The Sound of Silence 1,Ariana Grande,59,2025-10-27T13:05:10.209380
96,track_000096,Blinding Lights 21,Dua Lipa,32,2025-11-06T13:05:10.209392
97,track_000097,Bohemian Rhapsody 46,Dua Lipa,40,2025-09-30T13:05:10.209403
98,track_000098,Uptown Funk 81,Drake,35,2025-11-27T13:05:10.209414
99,track_000099,Shape of You 19,Katy Perry,100,2026-01-05T13:05:10.209427
100,track_000100,Blinding Lights 31,Drake,28,2025-11-20T13:05:10.209438
101,track_000101,Rolling in the Deep 34,Eminem,81,2026-01-02T13:05:10.209450
102,track_000102,Hotel California 56,Justin Bieber,50,2025-12-18T13:05:10.209462
103,track_000103,Like a Rolling Stone 36,The Weeknd,86,2026-01-04T13:05:10.209502
104,track_000104,Shape of You 4,Rihanna,31,2025-11-17T13:05:10.209514
105,track_000105,The Sound of Silence 95,Eminem,97,2025-11-12T13:05:10.209982
106,track_000106,Bohemian Rhapsody 19,Ariana Grande,98,2025-12-14T13:05:10.210044
107,track_000107,Let It Be 60,Adele,100,2025-11-20T13:05:10.210864
108,track_000108,Let It Be 28,Dua Lipa,64,2025-10-12T13:05:10.210910
109,track_000109,The Sound of Silence 13,Katy Perry,94,2025-09-29T13:05:10.210935
110,track_000110,Hotel California 62,Bruno Mars,95,2026-01-25T13:05:10.210957
111,track_000111,Imagine 53,Dua Lipa,62,2025-10-09T13:05:10.210977
112,track_000112,Rolling in the Deep 35,Lady Gaga,72,2025-11-20T13:05:10.210997
113,track_000113,Black 68,Lady Gaga,32,2026-01-18T13:05:10.211016
114,track_000114,Smells Like Teen Spirit 56,Post Malone,43,2025-12-03T13:05:10.211035
115,track_000115,Hotel California 10,The Weeknd,31,2025-11-28T13:05:10.211057
116,track_000116,Shape of You 13,Drake,30,2025-09-19T13:05:10.211078
117,track_000117,The Sound of Silence 55,Billie Eilish,99,2026-02-06T13:05:10.211099
118,track_000118,All Along the Watchtower 43,The Weeknd,67,2026-02-26T13:05:10.211145
119,track_000119,Like a Rolling Stone 6,Drake,81,2026-02-02T13:05:10.211192
120,track_000120,The Sound of Silence 38,Dua Lipa,41,2026-02-14T13:05:10.211215
121,track_000121,Shape of You 67,Justin Bieber,56,2026-01-18T13:05:10.211238
122,track_000122,Sweet Home Chicago 22,Ed Sheeran,98,2025-09-19T13:05:10.211257
123,track_000123,Stairway to Heaven 31,Ed Sheeran,23,2025-11-27T13:05:10.211275
124,track_000124,Stairway to Heaven 48,Billie Eilish,27,2025-11-08T13:05:10.211293
125,track_000125,The Sound of Silence 12,Billie Eilish,59,2025-12-22T13:05:10.211314
126,track_000126,All Along the Watchtower 11,Katy Perry,48,2025-09-13T13:05:10.211334
127,track_000127,Let It Be 50,Ed Sheeran,95,2026-01-19T13:05:10.211357
128,track_000128,Like a Rolling Stone 91,Bruno Mars,95,2025-09-16T13:05:10.211379
129,track_000129,Blinding Lights 39,Adele,52,2025-09-06T13:05:10.211402
130,track_000130,The Sound of Silence 16,Bruno Mars,65,2026-02-21T13:05:10.211467
131,track_000131,Someone Like You 21,Ariana Grande,28,2025-09-12T13:05:10.211521
132,track_000132,Someone Like You 94,Mariah Carey,44,2025-09-08T13:05:10.211552
133,track_000133,Shape of You 27,Katy Perry,36,2026-02-17T13:05:10.211574
134,track_000134,Bohemian Rhapsody 37,The Weeknd,79,2025-12-03T13:05:10.211597
135,track_000135,Bohemian Rhapsody 29,The Weeknd,56,2026-01-29T13:05:10.211619
136,track_000136,Bohemian Rhapsody 24,Justin Bieber,29,2026-01-15T13:05:10.211640
137,track_000137,Imagine 55,Justin Bieber,80,2025-09-23T13:05:10.211663
138,track_000138,All Along the Watchtower 39,Ariana Grande,62,2025-12-19T13:05:10.211686
139,track_000139,Sweet Home Chicago 46,The Weeknd,42,2026-02-22T13:05:10.211850
140,track_000140,Imagine 30,Taylor Swift,89,2025-12-13T13:05:10.211907
141,track_000141,Someone Like You 62,Beyoncé,27,2025-09-08T13:05:10.211988
142,track_000142,Rolling in the Deep 82,Taylor Swift,24,2025-11-23T13:05:10.212031
143,track_000143,Smells Like Teen Spirit 32,Lady Gaga,49,2026-01-03T13:05:10.212045
144,track_000144,Imagine 57,Taylor Swift,92,2025-09-18T13:05:10.212058
145,track_000145,Bohemian Rhapsody 9,Mariah Carey,47,2025-10-21T13:05:10.212069
146,track_000146,The Sound of Silence 40,Post Malone,22,2025-09-26T13:05:10.212081
147,track_000147,Black 83,Rihanna,76,2025-11-30T13:05:10.212092
148,track_000148,All Along the Watchtower 73,Ed Sheeran,88,2026-02-22T13:05:10.212104
149,track_000149,Imagine 55,Taylor Swift,91,2025-11-01T13:05:10.212116
150,track_000150,Blinding Lights 42,Dua Lipa,97,2026-01-14T13:05:10.212127
151,track_000151,Smells Like Teen Spirit 79,Ed Sheeran,26,2026-01-10T13:05:10.212138
152,track_000152,The Sound of Silence 28,Justin Bieber,44,2025-12-11T13:05:10.212149
153,track_000153,Sweet Home Chicago 53,Drake,44,2025-09-07T13:05:10.212160
154,track_000154,Shape of You 64,Dua Lipa,54,2025-10-02T13:05:10.212172
155,track_000155,Imagine 27,Eminem,80,2025-09-26T13:05:10.212183
156,track_000156,Like a Rolling Stone 80,Drake,75,2025-11-28T13:05:10.212195
157,track_000157,Rolling in the Deep 82,Ariana Grande,33,2025-12-29T13:05:10.212206
158,track_000158,Hotel California 43,Eminem,95,2025-10-21T13:05:10.212218
159,track_000159,The Sound of Silence 7,Billie Eilish,54,2025-12-04T13:05:10.212229
160,track_000160,Imagine 34,Lady Gaga,76,2025-11-20T13:05:10.212241
161,track_000161,The Sound of Silence 60,Billie Eilish,99,2025-09-12T13:05:10.212252
162,track_000162,Someone Like You 67,The Weeknd,38,2026-01-10T13:05:10.212263
163,track_000163,Like a Rolling Stone 83,Ed Sheeran,81,2025-09-12T13:05:10.212274
164,track_000164,Smells Like Teen Spirit 86,Post Malone,83,2026-02-09T13:05:10.212285
165,track_000165,Stairway to Heaven 19,Dua Lipa,84,2025-12-14T13:05:10.212296
166,track_000166,Shape of You 45,Drake,47,2025-11-02T13:05:10.212350
167,track_000167,Stairway to Heaven 44,Eminem,93,2026-01-02T13:05:10.212372
168,track_000168,Rolling in the Deep 53,Mariah Carey,99,2026-02-01T13:05:10.212388
169,track_000169,Like a Rolling Stone 71,Dua Lipa,31,2025-12-28T13:05:10.212401
170,track_000170,Blinding Lights 15,Beyoncé,27,2026-02-09T13:05:10.212413
171,track_000171,Like a Rolling Stone 51,Ariana Grande,88,2025-11-08T13:05:10.212426
172,track_000172,Shape of You 24,Drake,87,2025-12-29T13:05:10.212440
173,track_000173,Black 67,Mariah Carey,56,2026-02-21T13:05:10.212451
174,track_000174,Black 50,Beyoncé,53,2025-09-27T13:05:10.212463
175,track_000175,Imagine 67,Billie Eilish,28,2025-10-30T13:05:10.212474
176,track_000176,Sweet Home Chicago 15,Post Malone,57,2025-12-13T13:05:10.212486
177,track_000177,Rolling in the Deep 5,The Weeknd,94,2026-01-16T13:05:10.212497
178,track_000178,Rolling in the Deep 43,Drake,70,2026-01-30T13:05:10.212509
179,track_000179,Imagine 45,Adele,89,2025-12-17T13:05:10.212520
180,track_000180,Shape of You 26,Eminem,97,2025-12-11T13:05:10.212531
181,track_000181,Black 71,Post Malone,83,2026-01-14T13:05:10.212542
182,track_000182,Black 83,Billie Eilish,83,2025-09-24T13:05:10.212554
183,track_000183,Imagine 5,Justin Bieber,35,2026-01-10T13:05:10.212565
184,track_000184,Rolling in the Deep 59,Rihanna,89,2025-12-24T13:05:10.212578
185,track_000185,Sweet Home Chicago 38,Mariah Carey,37,2025-09-06T13:05:10.212590
186,track_000186,Smells Like Teen Spirit 39,Eminem,45,2026-02-11T13:05:10.212601
187,track_000187,Hotel California 48,Eminem,66,2025-11-01T13:05:10.212613
188,track_000188,Imagine 66,Ed Sheeran,77,2025-12-24T13:05:10.212625
189,track_000189,Uptown Funk 56,Justin Bieber,88,2025-09-18T13:05:10.212636
190,track_000190,Rolling in the Deep 44,Billie Eilish,58,2025-09-16T13:05:10.212647
191,track_000191,Let It Be 82,Rihanna,25,2025-11-15T13:05:10.212658
192,track_000192,Someone Like You 28,Bruno Mars,42,2026-02-01T13:05:10.212669
193,track_000193,Black 61,Post Malone,77,2025-11-16T13:05:10.212680
194,track_000194,Sweet Home Chicago 36,Beyoncé,53,2025-12-31T13:05:10.212691
195,track_000195,Shape of You 93,Mariah Carey,91,2026-01-16T13:05:10.212703
196,track_000196,Sweet Home Chicago 40,Post Malone,47,2026-01-09T13:05:10.212721
197,track_000197,Let It Be 55,Eminem,23,2025-12-01T13:05:10.212861
198,track_000198,Let It Be 12,Taylor Swift,68,2026-01-10T13:05:10.213380
199,track_000199,The Sound of Silence 13,Taylor Swift,72,2025-11-16T13:05:10.213434
200,track_000200,Someone Like You 89,Post Malone,98,2025-09-22T13:05:10.213467
201,track_000201,All Along the Watchtower 11,Mariah Carey,28,2025-10-08T13:05:10.213524
202,track_000202,Sweet Home Chicago 73,The Weeknd,88,2026-01-28T13:05:10.213562
203,track_000203,Black 5,The Weeknd,57,2025-11-06T13:05:10.213610
204,track_000204,Let It Be 100,Eminem,48,2025-10-27T13:05:10.213673
205,track_000205,Bohemian Rhapsody 99,Taylor Swift,24,2025-12-09T13:05:10.213702
206,track_000206,Bohemian Rhapsody 48,Post Malone,63,2026-02-03T13:05:10.213717
207,track_000207,Black 5,Rihanna,71,2025-11-25T13:05:10.213729
208,track_000208,Black 60,Drake,79,2025-11-09T13:05:10.213760
209,track_000209,All Along the Watchtower 56,Rihanna,70,2025-12-23T13:05:10.213790
210,track_000210,Shape of You 85,Taylor Swift,79,2025-09-19T13:05:10.213813
211,track_000211,Black 42,Katy Perry,28,2026-01-21T13:05:10.213827
212,track_000212,Black 14,Dua Lipa,28,2026-02-24T13:05:10.213840
213,track_000213,Let It Be 26,Taylor Swift,96,2026-01-18T13:05:10.213927
214,track_000214,Let It Be 74,Eminem,59,2025-10-10T13:05:10.213945
215,track_000215,Hotel California 4,Rihanna,71,2025-11-10T13:05:10.213958
216,track_000216,Bohemian Rhapsody 35,Post Malone,62,2025-11-09T13:05:10.213970
217,track_000217,Let It Be 61,Rihanna,24,2025-10-29T13:05:10.213981
218,track_000218,Hotel California 18,Ed Sheeran,68,2025-09-02T13:05:10.213993
219,track_000219,Uptown Funk 30,Bruno Mars,65,2025-10-24T13:05:10.214004
220,track_000220,Someone Like You 84,Billie Eilish,54,2025-11-29T13:05:10.214016
221,track_000221,Black 43,Billie Eilish,65,2025-12-05T13:05:10.214027
222,track_000222,Sweet Home Chicago 30,Rihanna,28,2026-01-20T13:05:10.214084
223,track_000223,Uptown Funk 85,Bruno Mars,66,2025-12-22T13:05:10.214099
224,track_000224,Stairway to Heaven 61,Post Malone,90,2025-12-07T13:05:10.214113
225,track_000225,Let It Be 83,Mariah Carey,79,2025-11-12T13:05:10.214124
226,track_000226,Bohemian Rhapsody 88,Ariana Grande,87,2025-11-08T13:05:10.214138
227,track_000227,Smells Like Teen Spirit 30,Eminem,67,2025-12-19T13:05:10.214150
228,track_000228,Hotel California 100,The Weeknd,27,2025-10-22T13:05:10.214162
229,track_000229,Bohemian Rhapsody 6,Katy Perry,43,2026-01-28T13:05:10.214174
230,track_000230,All Along the Watchtower 97,Mariah Carey,90,2026-01-01T13:05:10.214186
231,track_000231,Sweet Home Chicago 98,The Weeknd,70,2026-01-22T13:05:10.214198
232,track_000232,Shape of You 44,The Weeknd,50,2025-12-17T13:05:10.214209
233,track_000233,Sweet Home Chicago 21,Mariah Carey,21,2026-01-21T13:05:10.214222
234,track_000234,Bohemian Rhapsody 48,Ariana Grande,32,2025-12-08T13:05:10.214504
235,track_000235,Blinding Lights 58,Bruno Mars,98,2025-09-13T13:05:10.214568
236,track_000236,Shape of You 41,Lady Gaga,66,2025-11-13T13:05:10.214605
237,track_000237,Smells Like Teen Spirit 14,Drake,73,2026-02-18T13:05:10.214632
238,track_000238,Someone Like You 84,The Weeknd,33,2026-01-09T13:05:10.214656
239,track_000239,The Sound of Silence 62,Mariah Carey,60,2025-10-02T13:05:10.214679
240,track_000240,Stairway to Heaven 57,Mariah Carey,87,2025-11-18T13:05:10.214701
241,track_000241,Smells Like Teen Spirit 91,Mariah Carey,85,2026-02-14T13:05:10.214723
242,track_000242,Like a Rolling Stone 56,Bruno Mars,46,2025-10-30T13:05:10.214745
243,track_000243,Smells Like Teen Spirit 98,Bruno Mars,24,2025-09-20T13:05:10.214766
244,track_000244,Uptown Funk 7,Beyoncé,66,2025-12-27T13:05:10.214786
245,track_000245,Blinding Lights 82,Lady Gaga,87,2026-02-28T13:05:10.214980
246,track_000246,Like a Rolling Stone 9,The Weeknd,61,2025-12-07T13:05:10.215017
247,track_000247,Shape of You 67,Ariana Grande,64,2025-12-02T13:05:10.215043
248,track_000248,Smells Like Teen Spirit 5,Beyoncé,59,2025-10-28T13:05:10.215064
249,track_000249,Smells Like Teen Spirit 61,Ariana Grande,86,2025-11-08T13:05:10.215084
250,track_000250,Smells Like Teen Spirit 69,Eminem,29,2026-02-14T13:05:10.215105
251,track_000251,Smells Like Teen Spirit 38,Ed Sheeran,33,2026-02-28T13:05:10.215126
252,track_000252,Smells Like Teen Spirit 42,Rihanna,95,2025-09-06T13:05:10.215149
253,track_000253,Sweet Home Chicago 6,Ed Sheeran,37,2026-01-10T13:05:10.215170
254,track_000254,Blinding Lights 72,The Weeknd,61,2026-01-16T13:05:10.215189
255,track_000255,Someone Like You 29,Rihanna,45,2026-01-23T13:05:10.215209
256,track_000256,Imagine 65,Post Malone,84,2025-12-29T13:05:10.215229
257,track_000257,Imagine 2,The Weeknd,98,2025-12-23T13:05:10.215249
258,track_000258,All Along the Watchtower 53,Post Malone,90,2025-10-27T13:05:10.215269
259,track_000259,Sweet Home Chicago 49,Beyoncé,38,2025-12-01T13:05:10.215287
260,track_000260,All Along the Watchtower 47,Billie Eilish,21,2025-10-07T13:05:10.215308
261,track_000261,Imagine 44,Beyoncé,24,2025-12-13T13:05:10.215329
262,track_000262,Imagine 54,Beyoncé,31,2026-02-07T13:05:10.215352
263,track_000263,Smells Like Teen Spirit 35,Bruno Mars,63,2025-09-30T13:05:10.215374
264,track_000264,Hotel California 44,Eminem,33,2025-11-10T13:05:10.215395
265,track_000265,Stairway to Heaven 2,Bruno Mars,62,2025-11-03T13:05:10.215415
266,track_000266,Smells Like Teen Spirit 31,The Weeknd,97,2026-01-07T13:05:10.215436
267,track_000267,Sweet Home Chicago 62,Post Malone,97,2025-10-30T13:05:10.215455
268,track_000268,Bohemian Rhapsody 6,Drake,42,2026-02-19T13:05:10.215479
269,track_000269,Uptown Funk 84,Eminem,53,2025-10-17T13:05:10.215508
270,track_000270,Blinding Lights 9,Lady Gaga,52,2025-09-22T13:05:10.215537
271,track_000271,Someone Like You 86,The Weeknd,64,2025-10-22T13:05:10.215561
272,track_000272,Blinding Lights 3,Dua Lipa,55,2026-02-05T13:05:10.215590
273,track_000273,Someone Like You 74,Post Malone,90,2025-11-17T13:05:10.215619
274,track_000274,Uptown Funk 35,Eminem,85,2026-01-10T13:05:10.215643
275,track_000275,Black 8,Mariah Carey,80,2025-11-09T13:05:10.215665
276,track_000276,The Sound of Silence 39,The Weeknd,58,2025-11-18T13:05:10.215687
277,track_000277,All Along the Watchtower 52,Dua Lipa,61,2025-11-28T13:05:10.215709
278,track_000278,Like a Rolling Stone 81,Katy Perry,25,2026-01-26T13:05:10.215735
279,track_000279,Like a Rolling Stone 93,Dua Lipa,42,2025-11-28T13:05:10.215755
280,track_000280,The Sound of Silence 84,Rihanna,82,2025-12-09T13:05:10.215775
281,track_000281,Black 59,Eminem,100,2026-01-25T13:05:10.215795
282,track_000282,Shape of You 82,The Weeknd,20,2026-01-15T13:05:10.215814
283,track_000283,Smells Like Teen Spirit 23,Ed Sheeran,40,2026-01-03T13:05:10.215835
284,track_000284,The Sound of Silence 36,Ariana Grande,84,2025-12-17T13:05:10.215857
285,track_000285,Bohemian Rhapsody 91,Katy Perry,21,2026-02-01T13:05:10.215881
286,track_000286,Someone Like You 71,The Weeknd,93,2026-02-07T13:05:10.215905
287,track_000287,The Sound of Silence 5,Katy Perry,22,2025-10-06T13:05:10.215930
288,track_000288,Black 48,Post Malone,66,2025-12-07T13:05:10.215955
289,track_000289,Rolling in the Deep 38,Post Malone,43,2026-01-20T13:05:10.215979
290,track_000290,Blinding Lights 57,Eminem,23,2026-02-05T13:05:10.216010
291,track_000291,Sweet Home Chicago 53,Ariana Grande,26,2026-02-18T13:05:10.216037
292,track_000292,The Sound of Silence 56,Rihanna,89,2025-11-08T13:05:10.216061
293,track_000293,Someone Like You 56,Ariana Grande,27,2025-09-06T13:05:10.216083
294,track_000294,Imagine 1,Billie Eilish,66,2025-10-18T13:05:10.216105
295,track_000295,Black 71,Dua Lipa,45,2026-01-28T13:05:10.216125
296,track_000296,Sweet Home Chicago 71,Dua Lipa,98,2025-11-25T13:05:10.216146
297,track_000297,Someone Like You 52,Adele,81,2025-12-22T13:05:10.216168
298,track_000298,Rolling in the Deep 79,Taylor Swift,74,2025-12-25T13:05:10.216190
299,track_000299,Black 10,Drake,97,2025-12-14T13:05:10.216215
300,track_000300,All Along the Watchtower 45,Lady Gaga,30,2026-02-05T13:05:10.216240
301,track_000301,All Along the Watchtower 32,Mariah Carey,78,2026-01-17T13:05:10.216264
302,track_000302,Shape of You 12,Ed Sheeran,87,2025-10-26T13:05:10.216288
303,track_000303,Sweet Home Chicago 60,Eminem,53,2025-09-11T13:05:10.216311
304,track_000304,Imagine 90,Post Malone,89,2025-11-09T13:05:10.216335
305,track_000305,Imagine 96,Katy Perry,33,2025-09-05T13:05:10.216361
306,track_000306,Shape of You 35,Katy Perry,98,2025-10-31T13:05:10.216387
307,track_000307,Shape of You 99,Billie Eilish,33,2025-12-30T13:05:10.216413
308,track_000308,Uptown Funk 20,Eminem,100,2025-10-04T13:05:10.216440
309,track_000309,Imagine 18,Ed Sheeran,48,2025-09-15T13:05:10.216469
310,track_000310,Uptown Funk 10,Bruno Mars,66,2025-10-08T13:05:10.216498
311,track_000311,Someone Like You 19,Justin Bieber,36,2025-12-19T13:05:10.216526
312,track_000312,Smells Like Teen Spirit 65,Dua Lipa,83,2025-11-22T13:05:10.216555
313,track_000313,Black 21,Adele,26,2025-09-09T13:05:10.216584
314,track_000314,Bohemian Rhapsody 89,Mariah Carey,74,2026-01-26T13:05:10.216615
315,track_000315,Imagine 69,Taylor Swift,38,2025-11-28T13:05:10.216645
316,track_000316,Hotel California 36,Katy Perry,76,2025-11-18T13:05:10.216671
317,track_000317,Smells Like Teen Spirit 14,The Weeknd,65,2025-09-25T13:05:10.216692
318,track_000318,Like a Rolling Stone 10,Mariah Carey,88,2025-12-07T13:05:10.216807
319,track_000319,Like a Rolling Stone 100,Katy Perry,82,2025-12-24T13:05:10.216840
320,track_000320,Someone Like You 22,Drake,24,2025-12-09T13:05:10.216949
321,track_000321,Sweet Home Chicago 73,Drake,37,2025-12-01T13:05:10.216988
322,track_000322,Let It Be 31,Billie Eilish,84,2025-11-21T13:05:10.217005
323,track_000323,Sweet Home Chicago 83,Lady Gaga,37,2026-02-18T13:05:10.217018
324,track_000324,Uptown Funk 75,Dua Lipa,33,2026-01-26T13:05:10.217030
325,track_000325,Bohemian Rhapsody 9,Dua Lipa,64,2025-11-12T13:05:10.217042
326,track_000326,Let It Be 85,Rihanna,60,2026-01-27T13:05:10.217067
327,track_000327,Shape of You 42,Post Malone,88,2025-10-27T13:05:10.217078
328,track_000328,Imagine 84,Eminem,34,2025-09-20T13:05:10.217139
329,track_000329,Stairway to Heaven 64,Mariah Carey,99,2025-09-18T13:05:10.217171
330,track_000330,All Along the Watchtower 11,Taylor Swift,20,2026-02-11T13:05:10.217194
